YEAR,MONTH,DAY,T2M_MAX,T2M_MIN,T2M_RANGE
2010,12,24,26.44,9.69,16.77
2010,12,25,23.66,10.29,13.38
2010,12,26,23.07,9.1,13.97
2010,12,27,23.89,8.84,15.05
2010,12,28,24.98,8.37,16.62
2010,12,29,26.33,9.94,16.39
2010,12,30,27.21,11.59,15.62
2010,12,31,25.95,13.43,12.52
2011,1,1,22.52,10.29,12.23
2011,1,2,21.85,6.64,15.21
2011,1,3,20.53,7.07,13.46
2011,1,4,19.77,4.6,15.16
2011,1,5,18.97,4,14.97
2011,1,6,20.12,3.78,16.34
2011,1,7,20.55,4.35,16.2
2011,1,8,21.12,6.02,15.1
2011,1,9,22.9,6.17,16.73
2011,1,10,21.58,4.61,16.97
2011,1,11,22.02,5.5,16.52
2011,1,12,22.93,5.65,17.28
2011,1,13,25.48,7.86,17.62
2011,1,14,28.06,10.14,17.92
2011,1,15,29.83,11.56,18.27
2011,1,16,23.11,8.86,14.25
2011,1,17,22.36,5.65,16.72
2011,1,18,24.8,7.63,17.17
2011,1,19,24.37,8.06,16.3
2011,1,20,22.48,7.05,15.43
2011,1,21,23.28,7.08,16.2
2011,1,22,25.86,8.28,17.58
2011,1,23,27.56,10.94,16.63
2011,1,24,27.73,10.97,16.76
2011,1,25,27.8,12.47,15.33
2011,1,26,27.33,13.46,13.88
2011,1,27,26.6,10.57,16.03
2011,1,28,27.23,10.4,16.83
2011,1,29,27.15,11.26,15.88
2011,1,30,29.37,12.1,17.27
2011,1,31,27.38,13.02,14.35
2011,2,1,26.81,9.73,17.08
2011,2,2,27.16,10.08,17.09
2011,2,3,27.01,9.75,17.26
2011,2,4,28.25,10.58,17.66
2011,2,5,29.27,11.94,17.34
2011,2,6,30.58,12.91,17.68
2011,2,7,32.62,12.65,19.96
2011,2,8,31.12,13.96,17.16
2011,2,9,29.88,11.41,18.47
2011,2,10,29.8,11.37,18.42
2011,2,11,30.48,12.19,18.27
2011,2,12,31.01,12,19.01
2011,2,13,32.98,13.73,19.25
2011,2,14,34.32,15.62,18.7
2011,2,15,34.66,19.24,15.42
2011,2,16,33.54,16.73,16.8
2011,2,17,26.03,16.08,9.94
2011,2,18,28.07,12.65,15.41
2011,2,19,28.79,12.11,16.68
2011,2,20,29.2,11.94,17.27
2011,2,21,28.37,14.55,13.82
2011,2,22,28.69,11.69,17.01
2011,2,23,30.45,14.57,15.88
2011,2,24,31.09,13.8,17.3
2011,2,25,25.53,15.47,10.07
2011,2,26,30.54,14.83,15.7
2011,2,27,31.17,15.73,15.44
2011,2,28,30.34,12.99,17.36
2011,3,1,31.7,12.41,19.28
2011,3,2,32.12,13.78,18.34
2011,3,3,34.44,17.05,17.4
2011,3,4,32.44,17.28,15.16
2011,3,5,34.65,18.32,16.33
2011,3,6,33.79,16.43,17.36
2011,3,7,34.73,16.5,18.23
2011,3,8,35.64,17.72,17.92
2011,3,9,35.44,17.82,17.61
2011,3,10,35.43,17.37,18.06
2011,3,11,34.56,18.62,15.94
2011,3,12,33.38,16.23,17.15
2011,3,13,33.92,15.01,18.91
2011,3,14,35.24,16.13,19.12
2011,3,15,35.34,17.54,17.81
2011,3,16,37.04,18.9,18.14
2011,3,17,38.23,17.87,20.36
2011,3,18,37.97,19.55,18.41
2011,3,19,40.72,21.3,19.41
2011,3,20,40.07,19.57,20.5
2011,3,21,38.2,19.01,19.18
2011,3,22,37.79,16.93,20.86
2011,3,23,38.71,20.28,18.43
2011,3,24,36.78,19.83,16.95
2011,3,25,38.59,22.13,16.46
2011,3,26,37.73,19.81,17.91
2011,3,27,38.05,21.58,16.47
2011,3,28,39.24,19.96,19.28
2011,3,29,38.16,20.55,17.62
2011,3,30,38.76,21.88,16.88
2011,3,31,36.96,22.43,14.53
2011,4,1,37.76,21.15,16.6
2011,4,2,38.4,20.35,18.05
2011,4,3,40.02,21.71,18.31
2011,4,4,37.14,22.87,14.27
2011,4,5,36.97,22.24,14.73
2011,4,6,37.55,18.66,18.88
2011,4,7,39.4,21.9,17.49
2011,4,8,37.21,21.79,15.41
2011,4,9,38.33,22.52,15.8
2011,4,10,38.48,21.87,16.62
2011,4,11,40.05,23.6,16.45
2011,4,12,38.78,25.12,13.66
2011,4,13,34.98,22.65,12.34
2011,4,14,37.65,23.4,14.26
2011,4,15,38.7,24.38,14.32
2011,4,16,40.29,24.14,16.15
2011,4,17,41.69,24.56,17.13
2011,4,18,41.9,25.85,16.05
2011,4,19,39.34,24.53,14.81
2011,4,20,38.02,23.46,14.56
2011,4,21,38.19,23.18,15.01
2011,4,22,37.17,24.81,12.36
2011,4,23,39.5,22.51,16.98
2011,4,24,40.42,22.58,17.84
2011,4,25,41.15,24.08,17.07
2011,4,26,37.09,24.44,12.65
2011,4,27,37.44,23.59,13.84
2011,4,28,38.78,24.43,14.35
2011,4,29,40.49,25.28,15.22
2011,4,30,41.98,26.08,15.91
2011,5,1,42.74,26.11,16.63
2011,5,2,43.53,26.67,16.86
2011,5,3,44.28,29.48,14.8
2011,5,4,43.98,27.52,16.45
2011,5,5,39.98,27.97,12.02
2011,5,6,41.57,27.83,13.75
2011,5,7,41.58,28.05,13.54
2011,5,8,41.56,28.62,12.95
2011,5,9,43.49,26.27,17.22
2011,5,10,44.9,27.57,17.34
2011,5,11,44.62,29.34,15.27
2011,5,12,45.17,28.81,16.36
2011,5,13,45.15,28.47,16.69
2011,5,14,44.71,28.35,16.35
2011,5,15,44.25,28.23,16.02
2011,5,16,45.3,28.69,16.59
2011,5,17,44.23,30.21,14.02
2011,5,18,44.33,30.87,13.46
2011,5,19,42.4,30.14,12.27
2011,5,20,42.01,27.94,14.06
2011,5,21,42.89,29.24,13.65
2011,5,22,39.28,29.11,10.17
2011,5,23,41.83,28.67,13.16
2011,5,24,43.1,29.73,13.38
2011,5,25,43.62,30.3,13.31
2011,5,26,41.18,29.79,11.39
2011,5,27,41.89,28.92,12.97
2011,5,28,41.92,29.81,12.11
2011,5,29,41.9,29.36,12.55
2011,5,30,42.97,29.49,13.47
2011,5,31,42.58,30.07,12.52
2011,6,1,42.71,29.51,13.2
2011,6,2,43.77,30.23,13.55
2011,6,3,43.94,31.26,12.69
2011,6,4,43.93,32.02,11.9
2011,6,5,44.3,27.62,16.69
2011,6,6,44.12,29.46,14.66
2011,6,7,44.73,30.99,13.73
2011,6,8,43.22,31.55,11.66
2011,6,9,40.33,31.29,9.04
2011,6,10,43.71,30.81,12.9
2011,6,11,42.17,30.44,11.73
2011,6,12,44.18,30.39,13.79
2011,6,13,40.73,31.5,9.23
2011,6,14,39.22,29.43,9.79
2011,6,15,40.08,29.93,10.16
2011,6,16,39.89,30.19,9.7
2011,6,17,34.55,27.51,7.04
2011,6,18,30.97,26.2,4.77
2011,6,19,29.48,25.38,4.1
2011,6,20,30.64,25.89,4.75
2011,6,21,34.3,25.74,8.55
2011,6,22,35.81,26.3,9.52
2011,6,23,36.38,26.95,9.44
2011,6,24,35.77,27.32,8.45
2011,6,25,35.17,26.78,8.39
2011,6,26,32.37,26.85,5.52
2011,6,27,31.92,26.8,5.12
2011,6,28,30.6,26.55,4.05
2011,6,29,31.9,25.7,6.2
2011,6,30,32.25,25.68,6.57
2011,7,1,32.3,25.05,7.25
2011,7,2,33.11,26.29,6.82
2011,7,3,33.94,26.23,7.7
2011,7,4,33.39,26.05,7.34
2011,7,5,33.3,26.33,6.98
2011,7,6,32.98,24.69,8.29
2011,7,7,34.05,24.73,9.31
2011,7,8,33.6,25.87,7.73
2011,7,9,34.4,25.37,9.04
2011,7,10,34.5,26.41,8.09
2011,7,11,33.29,25.62,7.67
2011,7,12,31.38,27.17,4.21
2011,7,13,34.51,25.67,8.84
2011,7,14,34.69,26.4,8.28
2011,7,15,32.09,26.55,5.55
2011,7,16,31.55,26.39,5.16
2011,7,17,33.51,25.66,7.85
2011,7,18,33.79,25.95,7.84
2011,7,19,32.31,26.17,6.14
2011,7,20,32.8,25.69,7.11
2011,7,21,31.99,25.74,6.24
2011,7,22,33.12,26.13,6.98
2011,7,23,32.05,24.91,7.14
2011,7,24,31.05,24.71,6.34
2011,7,25,32.98,24.62,8.37
2011,7,26,34.04,25.22,8.82
2011,7,27,32.6,25.89,6.71
2011,7,28,33.29,25.85,7.44
2011,7,29,32.92,26.26,6.66
2011,7,30,31.58,26.58,4.99
2011,7,31,33.24,25.8,7.44
2011,8,1,32.69,26.04,6.65
2011,8,2,33.56,26.33,7.23
2011,8,3,31.44,27.25,4.2
2011,8,4,34.12,26.59,7.52
2011,8,5,32.65,26.31,6.34
2011,8,6,31.9,26.57,5.34
2011,8,7,31.33,26.25,5.09
2011,8,8,30.72,25.92,4.8
2011,8,9,31.25,25.98,5.27
2011,8,10,30.37,24.96,5.41
2011,8,11,29.23,25.64,3.59
2011,8,12,30.88,24.54,6.35
2011,8,13,29.29,24.53,4.75
2011,8,14,28.96,25.35,3.61
2011,8,15,28.81,25.7,3.11
2011,8,16,30.93,24.95,5.98
2011,8,17,28.91,25.28,3.63
2011,8,18,30.89,24.48,6.41
2011,8,19,29.53,24.13,5.4
2011,8,20,31.22,24.06,7.16
2011,8,21,32.79,24.38,8.41
2011,8,22,31.94,26.08,5.86
2011,8,23,31.82,26.43,5.39
2011,8,24,31.23,25.63,5.59
2011,8,25,29.23,25.25,3.98
2011,8,26,31.44,24.32,7.12
2011,8,27,31.4,24.99,6.41
2011,8,28,31.55,23.97,7.59
2011,8,29,32.08,25,7.09
2011,8,30,32.26,25.07,7.2
2011,8,31,31.69,25.14,6.55
2011,9,1,31.01,24.8,6.21
2011,9,2,28.18,24.99,3.19
2011,9,3,28.09,24.58,3.52
2011,9,4,31.3,24.69,6.61
2011,9,5,32.01,24.78,7.23
2011,9,6,31.33,24.94,6.4
2011,9,7,30.14,24.9,5.23
2011,9,8,31.19,25.23,5.97
2011,9,9,30.42,24.33,6.09
2011,9,10,31.23,25.26,5.96
2011,9,11,31.59,24.86,6.74
2011,9,12,32.16,24.78,7.38
2011,9,13,32.48,26.56,5.92
2011,9,14,31.93,25.98,5.95
2011,9,15,30.25,25.48,4.77
2011,9,16,30.3,24.8,5.51
2011,9,17,30.7,24.48,6.23
2011,9,18,30.55,24.91,5.62
2011,9,19,30.27,25.02,5.25
2011,9,20,29.07,23.97,5.1
2011,9,21,28.83,23.26,5.57
2011,9,22,29.52,24.06,5.46
2011,9,23,27.73,24.15,3.58
2011,9,24,27.89,24.62,3.27
2011,9,25,28.29,22.91,5.37
2011,9,26,29.51,22.86,6.65
2011,9,27,30.27,22.77,7.49
2011,9,28,30.04,22.69,7.34
2011,9,29,30.42,22.93,7.49
2011,9,30,29.98,22.33,7.65
2011,10,1,30.61,21.6,9.02
2011,10,2,30.22,21.35,8.88
2011,10,3,30.25,21.82,8.43
2011,10,4,29.75,21.24,8.51
2011,10,5,30.35,22.12,8.23
2011,10,6,31.2,22.49,8.71
2011,10,7,31.11,23.19,7.91
2011,10,8,30.94,23.58,7.36
2011,10,9,31.03,23.83,7.2
2011,10,10,30.86,21.87,8.99
2011,10,11,31.1,21.94,9.16
2011,10,12,30.13,20.65,9.49
2011,10,13,30.47,19.61,10.86
2011,10,14,29.68,19.57,10.1
2011,10,15,30.48,19.7,10.77
2011,10,16,29.6,18.27,11.33
2011,10,17,29.17,17.29,11.88
2011,10,18,29.32,19.23,10.09
2011,10,19,29.37,20.05,9.33
2011,10,20,29.83,18.4,11.44
2011,10,21,27.5,19.82,7.68
2011,10,22,28.53,18.03,10.5
2011,10,23,29.15,17.75,11.41
2011,10,24,29.66,18.49,11.17
2011,10,25,29.86,18.24,11.62
2011,10,26,30.05,20.49,9.55
2011,10,27,29.52,17.94,11.58
2011,10,28,29.01,18.08,10.92
2011,10,29,28.26,17.68,10.58
2011,10,30,27.21,15.06,12.14
2011,10,31,27.39,14.5,12.9
2011,11,1,27.08,14.45,12.62
2011,11,2,27.94,15.48,12.45
2011,11,3,27.98,14.26,13.72
2011,11,4,26.95,15.37,11.59
2011,11,5,28.19,15.37,12.83
2011,11,6,27.97,15.69,12.28
2011,11,7,27.58,16.44,11.14
2011,11,8,26.91,14.34,12.57
2011,11,9,26.85,13.12,13.74
2011,11,10,26.42,12.98,13.45
2011,11,11,27.41,14.58,12.84
2011,11,12,28.19,15.65,12.54
2011,11,13,28.71,17.04,11.67
2011,11,14,28.34,16.98,11.36
2011,11,15,27,16.24,10.76
2011,11,16,27.78,14.19,13.59
2011,11,17,28.26,14.02,14.23
2011,11,18,27.26,13.98,13.28
2011,11,19,26.8,14,12.8
2011,11,20,27.27,15.19,12.08
2011,11,21,27.7,15.41,12.29
2011,11,22,27.77,15.39,12.38
2011,11,23,27.94,14.9,13.04
2011,11,24,27.57,15.72,11.85
2011,11,25,27.91,14.39,13.52
2011,11,26,26.86,14.55,12.3
2011,11,27,25.86,13.44,12.42
2011,11,28,26.12,12.65,13.47
2011,11,29,25.55,12.9,12.66
2011,11,30,24.51,10.98,13.52
2011,12,1,24.91,11.19,13.72
2011,12,2,26.19,12.73,13.46
2011,12,3,26.56,12.78,13.78
2011,12,4,27.12,13.59,13.53
2011,12,5,26.32,12.34,13.98
2011,12,6,26.25,12.11,14.15
2011,12,7,25.64,11.05,14.59
2011,12,8,26.19,11.76,14.43
2011,12,9,27.73,11.55,16.17
2011,12,10,27.44,12.81,14.63
2011,12,11,25.15,11.96,13.18
2011,12,12,24.37,10.69,13.66
2011,12,13,23.43,9.52,13.91
2011,12,14,23.05,9.12,13.93
2011,12,15,23.34,8.84,14.5
2011,12,16,22.56,8.12,14.45
2011,12,17,21.83,6.56,15.27
2011,12,18,21.3,6.82,14.48
2011,12,19,21.1,6.24,14.86
2011,12,20,20.91,6.23,14.68
2011,12,21,23.14,6.49,16.65
2011,12,22,24.71,7.34,17.37
2011,12,23,23.48,8.41,15.06
2011,12,24,24.6,8.51,16.09
2011,12,25,23.15,7.73,15.41
2011,12,26,22.3,7.42,14.88
2011,12,27,22.31,7.98,14.34
2011,12,28,24.09,8.85,15.24
2011,12,29,24.25,9.17,15.08
2011,12,30,25.45,9.85,15.6
2011,12,31,28.05,13.12,14.92
2012,1,1,26.07,16.02,10.05
2012,1,2,21.36,12.75,8.61
2012,1,3,22.7,9.22,13.48
2012,1,4,23.71,10.48,13.23
2012,1,5,25.87,10.86,15.01
2012,1,6,25.41,11.67,13.74
2012,1,7,25.94,13.21,12.73
2012,1,8,24.54,14.97,9.57
2012,1,9,23.15,13.61,9.54
2012,1,10,22.37,10.23,12.14
2012,1,11,20.35,6.79,13.56
2012,1,12,19.51,6.01,13.5
2012,1,13,20.58,5.71,14.88
2012,1,14,21.85,5.13,16.72
2012,1,15,25.06,7.65,17.41
2012,1,16,26.48,9.91,16.56
2012,1,17,25.33,9.33,16.01
2012,1,18,25.04,12.43,12.61
2012,1,19,25.21,11.23,13.97
2012,1,20,23.3,10.55,12.76
2012,1,21,22.17,8.01,14.16
2012,1,22,22.67,5.82,16.84
2012,1,23,23.15,7.14,16.01
2012,1,24,24.85,7.83,17.01
2012,1,25,26.07,9.98,16.08
2012,1,26,25.69,11.15,14.53
2012,1,27,25.34,10.55,14.8
2012,1,28,24.86,11.12,13.74
2012,1,29,23.91,12.12,11.8
2012,1,30,24.64,10.51,14.13
2012,1,31,24.58,9.6,14.98
2012,2,1,24.27,8.53,15.74
2012,2,2,24.51,7.16,17.34
2012,2,3,25.69,7.66,18.03
2012,2,4,27.35,9.01,18.34
2012,2,5,29.99,10.1,19.89
2012,2,6,28.6,12.33,16.27
2012,2,7,30.26,12.94,17.32
2012,2,8,27.46,13.96,13.51
2012,2,9,23.12,8.16,14.96
2012,2,10,23.05,4.85,18.2
2012,2,11,24.49,6.42,18.07
2012,2,12,25.53,8.12,17.41
2012,2,13,28.9,9.11,19.8
2012,2,14,30.32,12.93,17.39
2012,2,15,30.18,14.69,15.48
2012,2,16,28.94,15.89,13.05
2012,2,17,28.87,14.76,14.1
2012,2,18,29.15,10.72,18.43
2012,2,19,29.12,10.72,18.4
2012,2,20,29.95,12.01,17.95
2012,2,21,31.4,13.51,17.89
2012,2,22,33.83,15.32,18.52
2012,2,23,34.48,15.15,19.34
2012,2,24,33.73,14.76,18.98
2012,2,25,33.19,14.73,18.45
2012,2,26,32.51,13.58,18.94
2012,2,27,31.32,11.65,19.66
2012,2,28,32.55,12.31,20.24
2012,2,29,31.38,14.58,16.8
2012,3,1,31.49,13,18.49
2012,3,2,31.38,14.09,17.29
2012,3,3,32.23,12.98,19.24
2012,3,4,33.58,14.51,19.06
2012,3,5,35.44,16.36,19.09
2012,3,6,35.92,18.11,17.81
2012,3,7,33.31,17.2,16.11
2012,3,8,32.73,16.13,16.59
2012,3,9,31.13,12.17,18.96
2012,3,10,31.25,11.15,20.1
2012,3,11,33.15,13.19,19.95
2012,3,12,33.19,14.28,18.91
2012,3,13,31.45,16.34,15.1
2012,3,14,29.87,12.14,17.73
2012,3,15,32.25,14.12,18.12
2012,3,16,32.73,13.67,19.05
2012,3,17,35.56,14.64,20.92
2012,3,18,35.75,16.47,19.28
2012,3,19,36.62,18.11,18.51
2012,3,20,38.01,19.7,18.3
2012,3,21,39.6,20.53,19.07
2012,3,22,35.39,16.43,18.96
2012,3,23,36.65,14.87,21.79
2012,3,24,37.71,15.8,21.91
2012,3,25,37.5,17.11,20.39
2012,3,26,38.57,18.58,19.98
2012,3,27,39.69,22.2,17.48
2012,3,28,40.56,20.76,19.8
2012,3,29,38.37,20.94,17.45
2012,3,30,37.87,19.59,18.27
2012,3,31,38.6,20.8,17.8
2012,4,1,39.81,21.12,18.69
2012,4,2,39.73,23.18,16.55
2012,4,3,40.48,24.63,15.85
2012,4,4,41.38,23.93,17.45
2012,4,5,40.06,24.47,15.59
2012,4,6,37.25,22.51,14.73
2012,4,7,39.81,23.54,16.27
2012,4,8,39.84,21.97,17.87
2012,4,9,39.73,24.59,15.14
2012,4,10,41.1,25.28,15.82
2012,4,11,37.3,23.26,14.04
2012,4,12,37.31,22.36,14.96
2012,4,13,38.88,23.95,14.93
2012,4,14,38.8,22.9,15.91
2012,4,15,37.9,22.77,15.13
2012,4,16,37.39,22.31,15.08
2012,4,17,39.44,21.72,17.73
2012,4,18,40.53,23.69,16.84
2012,4,19,41.23,24.94,16.28
2012,4,20,40.69,26.56,14.12
2012,4,21,40.23,27.05,13.18
2012,4,22,40.01,24.46,15.55
2012,4,23,40.97,23.81,17.15
2012,4,24,42.24,25.15,17.09
2012,4,25,42.8,26.01,16.8
2012,4,26,41.89,25.87,16.03
2012,4,27,41.97,25.98,15.99
2012,4,28,40.98,25.8,15.2
2012,4,29,42.22,25.37,16.84
2012,4,30,42.41,24.8,17.62
2012,5,1,41.9,25.23,16.68
2012,5,2,41.26,24.74,16.52
2012,5,3,41.27,26.03,15.24
2012,5,4,41.15,24.25,16.89
2012,5,5,39.44,24.31,15.14
2012,5,6,40.68,24.63,16.05
2012,5,7,42.2,26.12,16.09
2012,5,8,42.03,29.48,12.55
2012,5,9,42.26,29.69,12.56
2012,5,10,39.56,26.98,12.59
2012,5,11,42.12,26.4,15.71
2012,5,12,42.94,27.5,15.43
2012,5,13,43.49,28,15.49
2012,5,14,43.33,27.6,15.73
2012,5,15,43.4,29.19,14.2
2012,5,16,43.37,27.15,16.22
2012,5,17,45.78,28.17,17.61
2012,5,18,44.27,29.62,14.66
2012,5,19,43.29,29.61,13.68
2012,5,20,44.29,29.36,14.93
2012,5,21,43.65,28.98,14.68
2012,5,22,45.45,30.8,14.66
2012,5,23,46.11,29.51,16.6
2012,5,24,45.03,27.8,17.23
2012,5,25,45.32,29.04,16.28
2012,5,26,45.65,30.9,14.74
2012,5,27,44.62,29.8,14.83
2012,5,28,45.05,30.93,14.12
2012,5,29,45.5,27.89,17.61
2012,5,30,45.09,30.27,14.82
2012,5,31,45.49,29.98,15.51
2012,6,1,46.95,30.52,16.42
2012,6,2,46.57,30.55,16.02
2012,6,3,46.82,31.1,15.72
2012,6,4,45.4,35.22,10.18
2012,6,5,44.95,32.98,11.97
2012,6,6,45.55,32.85,12.7
2012,6,7,44.32,34.06,10.26
2012,6,8,43.71,32.58,11.12
2012,6,9,45.2,33.03,12.17
2012,6,10,44.79,31.12,13.67
2012,6,11,45.05,30.56,14.49
2012,6,12,45.45,31.32,14.13
2012,6,13,46.1,32.07,14.04
2012,6,14,47.26,32.57,14.7
2012,6,15,47.19,34.55,12.65
2012,6,16,46.69,34.01,12.67
2012,6,17,45.57,33.41,12.16
2012,6,18,35.26,30.51,4.75
2012,6,19,37.17,29.73,7.45
2012,6,20,37.15,30.94,6.2
2012,6,21,40.15,28.97,11.18
2012,6,22,35.37,27.45,7.92
2012,6,23,33.8,27.74,6.05
2012,6,24,40.62,28.05,12.57
2012,6,25,42.98,29.05,13.92
2012,6,26,42.36,29.75,12.61
2012,6,27,42.15,29.3,12.85
2012,6,28,42.55,30.63,11.92
2012,6,29,43.08,29.3,13.78
2012,6,30,44.23,29.58,14.66
2012,7,1,40.72,29.8,10.91
2012,7,2,38.76,30.1,8.66
2012,7,3,39.81,29.53,10.28
2012,7,4,39.38,30.47,8.91
2012,7,5,36.17,29.44,6.72
2012,7,6,30.62,27.56,3.06
2012,7,7,33.61,26.62,6.99
2012,7,8,33.49,25.74,7.75
2012,7,9,34.8,26.23,8.55
2012,7,10,35.13,25.87,9.26
2012,7,11,34.05,26.74,7.3
2012,7,12,34.3,27.06,7.23
2012,7,13,34.27,25.86,8.41
2012,7,14,33.69,26.73,6.97
2012,7,15,30.77,26.05,4.72
2012,7,16,32.86,25.89,6.97
2012,7,17,34.05,25.88,8.17
2012,7,18,35.84,26.36,9.48
2012,7,19,34.13,27.37,6.77
2012,7,20,31.98,25.35,6.63
2012,7,21,32.31,25.17,7.14
2012,7,22,32.92,26.2,6.72
2012,7,23,34.14,25.83,8.31
2012,7,24,31.15,26.55,4.6
2012,7,25,30.37,25.86,4.52
2012,7,26,31.7,24.8,6.91
2012,7,27,32.15,25.36,6.8
2012,7,28,30.58,25.87,4.71
2012,7,29,31.66,24.43,7.23
2012,7,30,32.48,25.77,6.7
2012,7,31,31.14,24.6,6.54
2012,8,1,31.83,25.54,6.29
2012,8,2,32.62,25.52,7.09
2012,8,3,31.33,25.83,5.51
2012,8,4,32.1,24.63,7.47
2012,8,5,30.57,24.62,5.95
2012,8,6,31.39,26.09,5.3
2012,8,7,32.03,25.76,6.27
2012,8,8,30.34,25.76,4.59
2012,8,9,31.53,24.73,6.8
2012,8,10,31.5,24.61,6.88
2012,8,11,31.19,24.85,6.34
2012,8,12,28.98,25.1,3.88
2012,8,13,31.54,24.63,6.91
2012,8,14,31.14,25.12,6.02
2012,8,15,31.83,24.7,7.12
2012,8,16,32.01,25.58,6.44
2012,8,17,31.44,24.92,6.52
2012,8,18,31.68,25.38,6.29
2012,8,19,31.77,25.51,6.27
2012,8,20,31.98,25.52,6.45
2012,8,21,31.01,25.21,5.8
2012,8,22,30.28,25.33,4.94
2012,8,23,30.92,24.75,6.17
2012,8,24,31.33,24.74,6.59
2012,8,25,31.3,25.32,5.98
2012,8,26,31.37,24.06,7.3
2012,8,27,30.51,24.48,6.05
2012,8,28,31.23,24.96,6.27
2012,8,29,31.95,25.51,6.44
2012,8,30,31.86,25.19,6.68
2012,8,31,32.07,24.76,7.31
2012,9,1,32.35,25.04,7.31
2012,9,2,30.71,25.43,5.28
2012,9,3,30.75,25.01,5.73
2012,9,4,30.95,25.23,5.72
2012,9,5,29.94,24.61,5.34
2012,9,6,28.66,23.91,4.75
2012,9,7,29.51,23.68,5.83
2012,9,8,31.31,23.58,7.72
2012,9,9,30.91,23.71,7.2
2012,9,10,29.32,24.64,4.68
2012,9,11,29.94,25,4.94
2012,9,12,29.75,24.64,5.11
2012,9,13,31.47,24.7,6.77
2012,9,14,31.33,24.94,6.4
2012,9,15,31.01,24.76,6.25
2012,9,16,30.3,24.53,5.77
2012,9,17,29.98,23.88,6.11
2012,9,18,30.02,24.75,5.27
2012,9,19,30.38,24.37,6.01
2012,9,20,31.12,23.94,7.18
2012,9,21,30.54,24.32,6.21
2012,9,22,30.93,23.65,7.27
2012,9,23,30.98,22.21,8.78
2012,9,24,31.16,20.68,10.48
2012,9,25,31.04,19.56,11.48
2012,9,26,30.01,19.59,10.41
2012,9,27,30.98,20.58,10.39
2012,9,28,30.55,22.07,8.49
2012,9,29,30.91,22.22,8.7
2012,9,30,31.62,22.24,9.38
2012,10,1,31.47,23.26,8.2
2012,10,2,31.02,23.47,7.55
2012,10,3,29.66,23.61,6.05
2012,10,4,31.1,22.55,8.55
2012,10,5,31.4,20.01,11.39
2012,10,6,31.35,18.8,12.55
2012,10,7,30.76,19.75,11.02
2012,10,8,29.19,20.41,8.77
2012,10,9,28.07,20.4,7.66
2012,10,10,28.06,20.4,7.66
2012,10,11,28.33,18.94,9.4
2012,10,12,29.37,18.01,11.35
2012,10,13,30.16,17.09,13.07
2012,10,14,30.31,17.21,13.1
2012,10,15,30.37,18.34,12.04
2012,10,16,29.59,19.07,10.52
2012,10,17,29.54,18.02,11.52
2012,10,18,29.7,17.62,12.08
2012,10,19,30.01,16.67,13.34
2012,10,20,28.62,15.71,12.91
2012,10,21,26.55,15.52,11.02
2012,10,22,29.55,15.67,13.87
2012,10,23,28.83,15.45,13.38
2012,10,24,30.16,16.06,14.1
2012,10,25,29.37,18.19,11.19
2012,10,26,27.79,17.51,10.29
2012,10,27,28.58,16.15,12.43
2012,10,28,28.05,15.77,12.27
2012,10,29,28.02,14.96,13.06
2012,10,30,28.95,12.76,16.2
2012,10,31,28.31,12.33,15.98
2012,11,1,27.44,12.76,14.68
2012,11,2,27.99,15.08,12.91
2012,11,3,25.33,16.86,8.48
2012,11,4,26.35,18.53,7.82
2012,11,5,19.52,16.03,3.49
2012,11,6,21.02,14.42,6.6
2012,11,7,26.98,13.23,13.74
2012,11,8,26.93,13.78,13.15
2012,11,9,26.97,12.05,14.92
2012,11,10,26.12,12.36,13.77
2012,11,11,27.66,12.77,14.89
2012,11,12,27.55,13.41,14.13
2012,11,13,28.31,14.19,14.11
2012,11,14,26.98,12.65,14.33
2012,11,15,26.5,11.57,14.93
2012,11,16,25.56,11.23,14.33
2012,11,17,26.16,10.48,15.68
2012,11,18,25.08,10.58,14.5
2012,11,19,24.36,12.78,11.58
2012,11,20,25.44,9.92,15.53
2012,11,21,26.83,11.98,14.85
2012,11,22,26.37,10.83,15.53
2012,11,23,26.25,10.59,15.66
2012,11,24,26.34,11.41,14.93
2012,11,25,27.24,11.11,16.12
2012,11,26,26.23,11.13,15.1
2012,11,27,25.69,10.76,14.93
2012,11,28,25.82,9.83,15.98
2012,11,29,26.26,9.59,16.67
2012,11,30,27.69,11.23,16.46
2012,12,1,25.49,10.79,14.71
2012,12,2,24.25,9.51,14.73
2012,12,3,25.09,9.02,16.07
2012,12,4,27.3,9.92,17.37
2012,12,5,27.36,10.21,17.15
2012,12,6,25.64,12.62,13.02
2012,12,7,26.81,11.29,15.52
2012,12,8,26.79,9.24,17.55
2012,12,9,28.01,9.58,18.44
2012,12,10,28.16,12.05,16.11
2012,12,11,25.71,15.51,10.2
2012,12,12,26.18,13.55,12.63
2012,12,13,24.11,11.73,12.37
2012,12,14,25.23,11.28,13.95
2012,12,15,27.19,12.51,14.68
2012,12,16,26.32,11.94,14.38
2012,12,17,26.39,13.71,12.68
2012,12,18,25.26,10.23,15.03
2012,12,19,25.55,11.48,14.06
2012,12,20,24.3,9.19,15.11
2012,12,21,23.6,7.19,16.41
2012,12,22,22.12,6.56,15.55
2012,12,23,20.98,5.91,15.06
2012,12,24,22.95,6.22,16.73
2012,12,25,20.7,5.62,15.09
2012,12,26,20.22,4.48,15.73
2012,12,27,20.44,4.4,16.04
